IMAGEUID,SCORE
119366,0.37833333333333335
118792,0.425
65130,0.5233333333333333
118670,0.38
119195,0.485
33799,0.4033333333333333
65134,0.535
119371,0.4
119377,0.4766666666666667
33428,0.465
33433,0.345
39486,0.415
119199,0.5983333333333334
39117,0.475
34524,0.32166666666666666
33121,0.6416666666666667
34159,0.42833333333333334
32891,0.7533333333333333
65401,0.45
83094,0.49
95688,0.5683333333333334
34393,0.5283333333333333
34407,0.6766666666666666
140333,0.5816666666666667
34693,0.405
39824,0.44166666666666665
118698,0.675
34226,0.6566666666666666
119232,0.7316666666666667
32875,0.575
80930,0.4766666666666667
39845,0.7633333333333333
34231,0.49
34707,0.4266666666666667
119239,0.63
130246,0.71
130209,0.4766666666666667
46647,0.5716666666666667
37557,0.7433333333333333
39142,0.3283333333333333
64672,0.595
32681,0.4583333333333333
39506,0.7133333333333334
39674,0.2733333333333333
119734,0.31166666666666665
119203,0.39666666666666667
119403,0.5333333333333333
119027,0.8316666666666667
119162,0.5116666666666667
119520,0.42333333333333334
119243,0.665
34240,0.5583333333333333
36924,0.665
119137,0.595
36949,0.5316666666666666
40046,0.285
119030,0.4716666666666667
38964,0.505
119405,0.665
119105,0.42333333333333334
40055,0.43833333333333335
119135,0.8116666666666666
36959,0.695
119602,0.4266666666666667
118669,0.35333333333333333
39152,0.4683333333333333
119610,0.4216666666666667
132915,0.5183333333333333
94816,0.5716666666666667
119245,0.8216666666666667
47870,0.6716666666666666
67423,0.4766666666666667
60719,0.48
59781,0.49333333333333335
62589,0.43833333333333335
118719,0.735
119172,0.445
59575,0.7433333333333333
119246,0.5233333333333333
118715,0.5683333333333334
119409,0.675
119261,0.47333333333333333
34594,0.4716666666666667
64179,0.435
40763,0.6766666666666666
40799,0.6716666666666666
119640,0.4683333333333333
63632,0.5433333333333333
47953,0.43833333333333335
60732,0.6533333333333333
58038,0.4633333333333333
118907,0.7433333333333333
47716,0.6833333333333333
58011,0.39
53395,0.2633333333333333
130252,0.4716666666666667
69104,0.7283333333333334
49757,0.47833333333333333
118911,0.5916666666666667
42844,0.425
49768,0.5066666666666667
52799,0.455
62943,0.69
86045,0.73
69113,0.6483333333333333
95615,0.385
118729,0.425
118738,0.505
50566,0.37333333333333335
52836,0.5566666666666666
95697,0.4483333333333333
63646,0.2916666666666667
119224,0.56
60746,0.4216666666666667
64435,0.6266666666666667
92646,0.595
69733,0.5
65239,0.4716666666666667
69492,0.525
68545,0.405
62666,0.42
47278,0.7833333333333333
54757,0.5533333333333333
54799,0.4266666666666667
64374,0.525
50575,0.5316666666666666
119334,0.435
51605,0.49333333333333335
63196,0.4766666666666667
118745,0.4533333333333333
119268,0.6666666666666666
58000,0.6583333333333333
66176,0.585
119269,0.7733333333333333
63135,0.41
63897,0.885
67165,0.66
91304,0.47333333333333333
119226,0.49833333333333335
65280,0.6166666666666667
69242,0.47333333333333333
80161,0.44
74557,0.44666666666666666
73642,0.435
73656,0.385
79627,0.4766666666666667
79948,0.4683333333333333
79102,0.5
223497,0.375
223503,0.445
222683,0.39666666666666667
300278,0.31833333333333336
222697,0.35
223513,0.385
225427,0.39666666666666667
223515,0.17666666666666667
223539,0.3983333333333333
296532,0.47333333333333333
223259,0.21166666666666667
223015,0.27
222783,0.265
223385,0.555
223357,0.20833333333333334
222787,0.6033333333333334
223531,0.56
223271,0.18666666666666668
223362,0.53
222795,0.31
222775,0.26166666666666666
222777,0.5233333333333333
222809,0.49833333333333335
223535,0.265
223523,0.25
223283,0.29333333333333333
222779,0.34
223065,0.5766666666666667
222931,0.375
223067,0.29
223291,0.345
223297,0.21666666666666667
223075,0.6083333333333333
223055,0.37166666666666665
223019,0.5983333333333334
223462,0.45666666666666667
222736,0.36833333333333335
223326,0.24833333333333332
222973,0.165
222916,0.44666666666666666
223008,0.4033333333333333
222935,0.3333333333333333
223011,0.355
223345,0.165
222773,0.345
223367,0.345
225398,0.33
225559,0.31666666666666665
225435,0.39
225376,0.345
312705,0.305
282730,0.35
234666,0.43833333333333335
394814,0.3516666666666667
236970,0.24333333333333335
299280,0.3883333333333333
254758,0.22833333333333333
374643,0.47833333333333333
358509,0.48333333333333334
352008,0.4683333333333333
349694,0.47
350342,0.44166666666666665
349550,0.43833333333333335
342390,0.315
351339,0.565
339187,0.2783333333333333
352005,0.68
342384,0.3983333333333333
342430,0.31
340506,0.14833333333333334
339188,0.59
349800,0.69
350690,0.37
337441,0.7183333333333334
340527,0.2633333333333333
337589,0.44166666666666665
340500,0.5683333333333334
337554,0.54
337444,0.49
331861,0.4116666666666667
331857,0.6516666666666666
334118,0.4066666666666667
327041,0.83
334124,0.375
335975,0.5366666666666666
335416,0.5666666666666667
342433,0.495
326508,0.21333333333333335
326534,0.4866666666666667
322357,0.27166666666666667
326529,0.5033333333333333
326532,0.275
334044,0.36666666666666664
326580,0.22333333333333333
322301,0.21
326484,0.7066666666666667
326503,0.3
321264,0.455
388927,0.21333333333333335
846433,0.31333333333333335
322345,0.65
321316,0.3466666666666667
322919,0.4666666666666667
323002,0.6033333333333334
315370,0.2
322951,0.3883333333333333
315320,0.32
312863,0.56
312849,0.48833333333333334
321453,0.44
321468,0.4683333333333333
312866,0.4816666666666667
314555,0.5583333333333333
313662,0.7483333333333333
338588,0.385
322519,0.435
312845,0.27
322625,0.48833333333333334
312708,0.5116666666666667
312638,0.215
312646,0.39666666666666667
312651,0.56
306758,0.5266666666666666
312658,0.2916666666666667
312653,0.5033333333333333
305613,0.5283333333333333
308100,0.49666666666666665
305539,0.5183333333333333
845647,0.5533333333333333
312749,0.2816666666666667
312648,0.2783333333333333
305449,0.2833333333333333
300950,0.44166666666666665
305440,0.42833333333333334
300250,0.4583333333333333
305486,0.47333333333333333
295861,0.5233333333333333
296402,0.26666666666666666
300295,0.5766666666666667
846730,0.43666666666666665
300952,0.2683333333333333
295881,0.24333333333333335
291929,0.27166666666666667
296329,0.4266666666666667
295877,0.6216666666666667
296327,0.6166666666666667
294875,0.42333333333333334
296810,0.28
296404,0.25666666666666665
300508,0.4666666666666667
291927,0.485
291896,0.6733333333333333
295863,0.44166666666666665
290967,0.6033333333333334
297891,0.745
291000,0.5083333333333333
286635,0.11333333333333333
288881,0.4216666666666667
296413,0.21333333333333335
296336,0.3466666666666667
290955,0.585
291870,0.855
327080,0.18
242885,0.3933333333333333
241349,0.445
232855,0.4633333333333333
236969,0.39166666666666666
288883,0.35
286083,0.325
223526,0.3416666666666667
223529,0.35833333333333334
223482,0.5316666666666666
223074,0.43666666666666665
222841,0.2916666666666667
223280,0.295
222812,0.47333333333333333
223264,0.57
223251,0.45
222884,0.415
285133,0.3416666666666667
222592,0.48
222768,0.43
223507,0.4483333333333333
222762,0.39666666666666667
285452,0.4483333333333333
283924,0.5
291051,0.49333333333333335
283942,0.41333333333333333
34672,0.5483333333333333
286093,0.335
45166,0.5383333333333333
283926,0.5283333333333333
59398,0.685
285129,0.38333333333333336
281397,0.37833333333333335
39460,0.55
285484,0.36333333333333334
283954,0.36833333333333335
283938,0.445
280560,0.5033333333333333
119364,0.38333333333333336
280562,0.24333333333333335
35499,0.4816666666666667
40858,0.36833333333333335
285472,0.49
274669,0.2866666666666667
277669,0.35833333333333334
280554,0.37333333333333335
286646,0.2733333333333333
323256,0.5116666666666667
119200,0.38666666666666666
277041,0.78
274512,0.455
94847,0.3016666666666667
92669,0.46166666666666667
294867,0.39666666666666667
280572,0.31166666666666665
48011,0.6466666666666666
39132,0.6933333333333334
281843,0.4116666666666667
280550,0.285
280917,0.46166666666666667
270054,0.495
49666,0.5033333333333333
280662,0.4166666666666667
275763,0.37833333333333335
275417,0.4866666666666667
40037,0.4083333333333333
272714,0.40166666666666667
272712,0.3
91235,0.5483333333333333
275760,0.455
119407,0.52
43035,0.44166666666666665
43048,0.6783333333333333
270050,0.6983333333333334
68581,0.6266666666666667
267765,0.24333333333333335
272772,0.4866666666666667
278119,0.49833333333333335
49510,0.5566666666666666
67266,0.52
59601,0.55
267757,0.47
267769,0.2966666666666667
267747,0.39166666666666666
267743,0.45166666666666666
119263,0.5116666666666667
63147,0.485
51494,0.41833333333333333
40845,0.48
263682,0.3933333333333333
119266,0.6433333333333333
263680,0.4533333333333333
263754,0.325
67389,0.505
79934,0.495
265269,0.48
263752,0.6866666666666666
64037,0.47333333333333333
263740,0.27166666666666667
263689,0.535
63888,0.48833333333333334
60760,0.44166666666666665
63206,0.49333333333333335
265201,0.355
48981,0.5416666666666666
270027,0.57
64907,0.7133333333333334
73647,0.5766666666666667
263726,0.47
297292,0.33166666666666667
223220,0.3416666666666667
223379,0.2916666666666667
261077,0.355
263678,0.4666666666666667
261083,0.23833333333333334
263724,0.43833333333333335
261063,0.25666666666666665
272818,0.3016666666666667
260241,0.29333333333333333
263728,0.49333333333333335
222752,0.165
283936,0.2966666666666667
260231,0.45
242887,0.43666666666666665
260223,0.35
297599,0.5633333333333334
260229,0.41333333333333333
414448,0.5266666666666666
258694,0.37833333333333335
255438,0.22333333333333333
254822,0.49166666666666664
261079,0.175
260235,0.37333333333333335
254785,0.39666666666666667
254773,0.3416666666666667
258653,0.39
255407,0.39666666666666667
258625,0.19833333333333333
254787,0.465
250649,0.57
254811,0.305
254748,0.41
258664,0.5166666666666667
254764,0.2833333333333333
254781,0.29833333333333334
250647,0.71
255435,0.485
248663,0.2733333333333333
248654,0.2866666666666667
250624,0.505
250621,0.22333333333333333
254783,0.43666666666666665
296357,0.45666666666666667
241399,0.39
241366,0.3516666666666667
241364,0.36666666666666664
238649,0.46
238647,0.5083333333333333
241799,0.2866666666666667
241370,0.7866666666666666
232860,0.4766666666666667
300515,0.25666666666666665
45872,0.4533333333333333
40433,0.5766666666666667
118691,0.5483333333333333
63122,0.34833333333333333
119626,0.37333333333333335
34752,0.5316666666666666
47210,0.495
47722,0.5783333333333334
63637,0.45
48959,0.48
63838,0.44333333333333336
223240,0.38
223509,0.3616666666666667
223013,0.265
223267,0.18833333333333332
223001,0.3466666666666667
222791,0.44
223063,0.335
223287,0.2
222750,0.43666666666666665
223069,0.4483333333333333
222933,0.35
223483,0.37333333333333335
223374,0.285
223042,0.415
225354,0.47333333333333333
225431,0.32
229333,0.36333333333333334
229341,0.5033333333333333
235638,0.315
248669,0.4816666666666667
260275,0.4866666666666667
270025,0.4083333333333333
236982,0.25
241403,0.2866666666666667
255419,0.44166666666666665
248651,0.7266666666666667
248677,0.3566666666666667
258680,0.295
255405,0.4683333333333333
255431,0.4166666666666667
258655,0.13666666666666666
258717,0.17666666666666667
260237,0.43833333333333335
263683,0.3416666666666667
265267,0.445
267753,0.28
280556,0.36666666666666664
285905,0.4633333333333333
283934,0.36
281841,0.38333333333333336
295879,0.38166666666666665
288887,0.29333333333333333
285131,0.21333333333333335
290959,0.3466666666666667
300258,0.49833333333333335
296423,0.46166666666666667
297035,0.44166666666666665
305615,0.43666666666666665
305621,0.33666666666666667
312672,0.385
326588,0.4666666666666667
326506,0.455
349822,0.38333333333333336
370009,0.43166666666666664
51515,0.59
